delta_um,F_uN
1.278391959798995003e+00,-1.627717059000680422e+00
1.290452261306532566e+00,-1.554398999916717372e+00
1.302512562814070352e+00,-1.481848375814532659e+00
1.314572864321607915e+00,-1.410134652904552865e+00
1.326633165829145700e+00,-1.339326549110383624e+00
1.338693467336683263e+00,-1.269492010655085323e+00
1.350753768844221048e+00,-1.200698189500164048e+00
1.362814070351758833e+00,-1.133011424075906604e+00
1.374874371859296396e+00,-1.066497225017577932e+00
1.386934673366834181e+00,-1.001220260637692760e+00
1.398994974874371744e+00,-9.372443480279795125e-01
1.411055276381909529e+00,-8.746324457881229364e-01
1.423115577889447092e+00,-8.134466485522331425e-01
1.435175879396984877e+00,-7.537481864897159767e-01
1.447236180904522662e+00,-6.955974246252623061e-01
1.459296482412060225e+00,-6.390538669541818706e-01
1.471356783919598010e+00,-5.841761600780710495e-01
1.483417085427135573e+00,-5.310221022268990509e-01
1.495477386934673358e+00,-4.796486512441440198e-01
1.507537688442210921e+00,-4.301119361700624921e-01
1.519597989949748706e+00,-3.824672704857938754e-01
1.531658291457286269e+00,-3.367691652406747949e-01
1.543718592964824055e+00,-2.930713463888245940e-01
1.555778894472361840e+00,-2.514267704773924805e-01
1.567839195979899403e+00,-2.118876431109324443e-01
1.579899497487437188e+00,-1.745054392878664373e-01
1.591959798994974751e+00,-1.393309213789510892e-01
1.604020100502512536e+00,-1.064141624603909264e-01
1.616080402010050099e+00,-7.580456479026764782e-02
1.628140703517587884e+00,-4.755088521883799046e-02
1.640201005025125447e+00,-2.170125386709997883e-02
1.652261306532663232e+00,1.696800198724091047e-03
1.664321608040201017e+00,2.259632707346170832e-02
1.676381909547738580e+00,4.095093369341640255e-02
1.688442211055276365e+00,5.671475996101804640e-02
1.700502512562813928e+00,6.984245570125402480e-02
1.712562814070351713e+00,8.028915834637473381e-02
1.724623115577889276e+00,8.801046908500431698e-02
1.736683417085427061e+00,9.296243159047001825e-02
1.748743718592964846e+00,9.510150884544721350e-02
1.760804020100502409e+00,9.438456163423936118e-02
1.772864321608040195e+00,9.076882687264919980e-02
1.784924623115577758e+00,8.421189656796634893e-02
1.796984924623115543e+00,7.467169637655146630e-02
1.809045226130653106e+00,6.210646694039922977e-02
1.821105527638190891e+00,4.647474268022655508e-02
1.833165829145728676e+00,2.773533308541509257e-02
1.845226130653266239e+00,5.847304622003335339e-03
1.857286432160804024e+00,-1.923003862354022431e-02
1.869346733668341587e+00,-4.753717137142743354e-02
1.881407035175879372e+00,-7.911436439724184311e-02
1.893467336683416935e+00,-1.140017018336809684e-01
1.905527638190954720e+00,-1.522390953910139899e-01
1.917587939698492283e+00,-1.938663013024886084e-01
1.929648241206030068e+00,-2.389229332305173870e-01
1.941708542713567853e+00,-2.874484784323367847e-01
1.953768844221105416e+00,-3.394823095128298718e-01
1.965829145728643201e+00,-3.950636986663491612e-01
1.977889447236180764e+00,-4.542318284314621479e-01
1.989949748743718549e+00,-5.170258059715289178e-01
2.002010050251256335e+00,-5.834846714429202663e-01
2.014070351758793898e+00,-6.536474126953999431e-01
2.026130653266331461e+00,-7.275529704854122315e-01
2.038190954773869468e+00,-8.052402527047783920e-01
2.050251256281407031e+00,-8.867481417171836355e-01
2.062311557788944594e+00,-9.721155027711088081e-01
2.074371859296482157e+00,-1.061381193405135370e+00
2.086432160804020164e+00,-1.154584070483194225e+00
2.098492462311557727e+00,-1.251762997759852780e+00
2.110552763819095290e+00,-1.352956853541449789e+00
2.122613065326633297e+00,-1.458204535356813381e+00
2.134673366834170860e+00,-1.567544968927113480e+00
2.146733668341708423e+00,-1.681017111259289543e+00
2.158793969849245986e+00,-1.798659958032471362e+00
2.170854271356783993e+00,-1.920512547222380739e+00
2.182914572864321556e+00,-2.046613964545661801e+00
2.194974874371859119e+00,-2.177003346817934837e+00
2.207035175879396682e+00,-2.311719887513100424e+00
2.219095477386934689e+00,-2.450802839664805610e+00
2.231155778894472252e+00,-2.594291518310086531e+00
2.243216080402009815e+00,-2.742225305136003488e+00
2.255276381909547823e+00,-2.894643650455492434e+00
2.267336683417085386e+00,-3.051586075962001487e+00
2.279396984924622949e+00,-3.213092176951294121e+00
2.291457286432160512e+00,-3.379201623918786979e+00
2.303517587939698519e+00,-3.549954165996588973e+00
2.315577889447236082e+00,-3.725389630837646404e+00
2.327638190954773645e+00,-3.905547926358071020e+00
2.339698492462311652e+00,-4.090469042233115360e+00
2.351758793969849215e+00,-4.280193051490152278e+00
2.363819095477386778e+00,-4.474760110252249845e+00
2.375879396984924341e+00,-4.674210459383244753e+00
2.387939698492462348e+00,-4.878584423283086835e+00
2.399999999999999911e+00,-5.087922412907660785e+00
