delta_um,F_uN
7.248322147651006242e-01,-4.580169303136550241e+00
7.409395973154361270e-01,-4.539926723245855555e+00
7.570469798657717408e-01,-4.495327256493148127e+00
7.731543624161072437e-01,-4.446509921280782152e+00
7.892617449664428575e-01,-4.393616326861273791e+00
8.053691275167784713e-01,-4.336790695664159756e+00
8.214765100671139741e-01,-4.276179874667342062e+00
8.375838926174495880e-01,-4.211933332855675616e+00
8.536912751677850908e-01,-4.144203146052891640e+00
8.697986577181207046e-01,-4.073143966986297215e+00
8.859060402684563185e-01,-3.998912979959445835e+00
9.020134228187918213e-01,-3.921669840456377898e+00
9.181208053691274351e-01,-3.841576599050789298e+00
9.342281879194629379e-01,-3.758797608816095703e+00
9.503355704697985518e-01,-3.673499417360226005e+00
9.664429530201341656e-01,-3.585850642569759827e+00
9.825503355704696684e-01,-3.496021833493834663e+00
9.986577181208052822e-01,-3.404185315923026423e+00
1.014765100671140896e+00,-3.310515024177583143e+00
1.030872483221476399e+00,-3.215186321035780281e+00
1.046979865771811902e+00,-3.118375804232762505e+00
1.063087248322147627e+00,-3.020261103415275983e+00
1.079194630872483129e+00,-2.921020669482103926e+00
1.095302013422818632e+00,-2.820833555146336380e+00
1.111409395973154135e+00,-2.719879190104709465e+00
1.127516778523489860e+00,-2.618337156095989826e+00
1.143624161073825363e+00,-2.516386955633375777e+00
1.159731543624160865e+00,-2.414207785888716984e+00
1.175838926174496590e+00,-2.311978311796689667e+00
1.191946308724832093e+00,-2.209876444856245570e+00
1.208053691275167596e+00,-2.108079130010406033e+00
1.224161073825503321e+00,-2.006762136406141650e+00
1.240268456375838824e+00,-1.906099861966517039e+00
1.256375838926174326e+00,-1.806265146019782719e+00
1.272483221476509829e+00,-1.707429096326769979e+00
1.288590604026845554e+00,-1.609760928125769652e+00
1.304697986577181057e+00,-1.513427818401122948e+00
1.320805369127516560e+00,-1.418594774569800876e+00
1.336912751677852285e+00,-1.325424518838381971e+00
1.353020134228187787e+00,-1.234077388695585142e+00
1.369127516778523290e+00,-1.144711253073172230e+00
1.385234899328859015e+00,-1.057481443544801891e+00
1.401342281879194518e+00,-9.725407025034442654e-01
1.417449664429530021e+00,-8.900391458704994818e-01
1.433557046979865524e+00,-8.101242394002454716e-01
1.449664429530201248e+00,-7.329407901722326812e-01
1.465771812080536751e+00,-6.586309512529879839e-01
1.481879194630872254e+00,-5.873342382912696280e-01
1.497986577181207979e+00,-5.191875564534811360e-01
1.514093959731543482e+00,-4.543252404198234728e-01
1.530201342281878985e+00,-3.928791016010038106e-01
1.546308724832214487e+00,-3.349784850708772410e-01
1.562416107382550212e+00,-2.807503331906922028e-01
1.578523489932885715e+00,-2.303192575571628709e-01
1.594630872483221218e+00,-1.838076135969188840e-01
1.610738255033556943e+00,-1.413355835983551856e-01
1.626845637583892445e+00,-1.030212606271483367e-01
1.642953020134227948e+00,-6.898073685989203341e-02
1.659060402684563673e+00,-3.932819463109993308e-02
1.675167785234899176e+00,-1.417599734317320781e-02
1.691275167785234679e+00,6.365216531960982138e-03
1.707382550335570182e+00,2.218644047306383982e-02
1.723489932885905906e+00,3.318020721768277781e-02
1.739597315436241409e+00,3.924049545102548109e-02
1.755704697986576912e+00,4.026263967318755022e-02
1.771812080536912637e+00,3.614323907482486220e-02
1.787919463087248140e+00,2.678007065934195907e-02
1.804026845637583643e+00,1.207200272930819551e-02
1.820134228187919367e+00,-8.081088431151073337e-03
1.836241610738254870e+00,-3.377839892408829314e-02
1.852348993288590373e+00,-6.511827723632279685e-02
1.868456375838925876e+00,-1.021982967988890323e-01
1.884563758389261601e+00,-1.451153310519188722e-01
1.900671140939597104e+00,-1.939656214212348573e-01
1.916778523489932606e+00,-2.488448441727442173e-01
1.932885906040268331e+00,-3.098481731054611998e-01
1.948993288590603834e+00,-3.770703404150097526e-01
1.965100671140939337e+00,-4.506056934410374026e-01
1.981208053691275062e+00,-5.305482485891737099e-01
1.997315436241610564e+00,-6.169917430291356197e-01
2.013422818791946067e+00,-7.100296815498943204e-01
2.029530201342281792e+00,-8.097553825910743797e-01
2.045637583892617073e+00,-9.162620215936314594e-01
2.061744966442952798e+00,-1.029642668322992449e+00
2.077852348993288523e+00,-1.149990326889025027e+00
2.093959731543623803e+00,-1.277397966835518872e+00
2.110067114093959528e+00,-1.411958558491196669e+00
2.126174496644295253e+00,-1.553765099304900588e+00
2.142281879194630534e+00,-1.702910644888312675e+00
2.158389261744966259e+00,-1.859488330304127857e+00
2.174496644295301984e+00,-2.023591396509022644e+00
2.190604026845637264e+00,-2.195313209216987360e+00
2.206711409395972989e+00,-2.374747278459132360e+00
2.222818791946308270e+00,-2.561987276486632936e+00
2.238926174496643995e+00,-2.757127053258713545e+00
2.255033557046979720e+00,-2.960260650445679431e+00
2.271140939597315000e+00,-3.171482312721558117e+00
2.287248322147650725e+00,-3.390886500601681064e+00
2.303355704697986450e+00,-3.618567898654305282e+00
2.319463087248321731e+00,-3.854621424061871693e+00
2.335570469798657456e+00,-4.099142233956175829e+00
2.351677852348993181e+00,-4.352225731586568003e+00
2.367785234899328461e+00,-4.613967569379603617e+00
2.383892617449664186e+00,-4.884463655358285195e+00
2.399999999999999911e+00,-5.163810154197410185e+00
